"id";"ss";"seite";"autor_vorname";"autor_nachname";"titel";"verlag";"ort";"jahr";"verlag_2";"ort_2";"jahr_2";"weitere";"volltext";"status"
71163;1;46;"Augusto";"Giacometti";"Die Farbe und ich";"Oprecht & Helbling";"Zürich";"1934";;;;;"Giacometti, Augusto: Die Farbe und ich. Zürich: Oprecht & Helbling 1934.";"parsed"
71162;0;46;"Paul";"Geyser";"Die Sünde Jerobeams";"Evang. Bekenntnissynode";"Essen";"1937";;;;;"Geyser, Paul: Die Sünde Jerobeams. Essen: Evang. Bekenntnissynode 1937.";"parsed"
71161;0;46;"Rudolf";"Geyer";"Ego. Aus den Aufzeichnungen einer verirrten Leidenschaft";"Heros Verl.";"Wien";"1932";;;;;"Geyer, Rudolf: Ego. Aus den Aufzeichnungen einer verirrten Leidenschaft. Wien: Heros Verl. 1932.";"parsed"
71160;0;46;"Kurt";"Geyer";"Sämtliche Schriften";;;;;;;;"Geyer, Kurt: Sämtliche Schriften.";"parsed"
71159;1;46;;;"Gewalt und Gewaltlosigkeit. Handbuch des aktiven Pazifismus";"Rotapfel-Verl.";" Zürich";" 1928";;;;;"Gewalt und Gewaltlosigkeit. Handbuch des aktiven Pazifismus. Zürich: Rotapfel-Verl. 1928.";"parsed"
71158;0;46;"Kurt";"Geucke";"Vor der Wende";"Berger";"Leipzig";"1935";;;;;"Geucke, Kurt: Vor der Wende. Leipzig: Berger 1935.";"parsed"
71157;0;46;;;"Gesundheitslexikon, Knaurs ~";"Knaur";" Berlin";" 1930";;;;;"Gesundheitslexikon, Knaurs ~. Berlin: Knaur 1930.";"parsed"
71156;1;46;;;"Gestapo. Ein Tatsachenbericht aus den Kerkern und Konzentrationslagern Deutschlands";"Mopr-Verl.";" Zürich-Paris";" 1934";;;;;"Gestapo. Ein Tatsachenbericht aus den Kerkern und Konzentrationslagern Deutschlands. Zürich-Paris: Mopr-Verl. 1934.";"parsed"
71155;0;46;;;"Geschmack, Der ~. Bearb. v. H. v. Bernstorff u. a";"Verl. f. Kulturforschung";" Wien";" 1932";;;;;"Geschmack, Der ~. Bearb. v. H. v. Bernstorff u. a. Wien: Verl. f. Kulturforschung 1932.";"parsed"
71154;0;46;;;"Geschlechtsrichtung, Verkehrte ~";"Spohr";" Leipzig";" 1928";;;;;"Geschlechtsrichtung, Verkehrte ~. Leipzig: Spohr 1928.";"parsed"
71153;0;46;;;"Geschlechtsleben, Japanisches ~";"»Anthropophyteia«";" Leipzig";" 1931";;;;;"Geschlechtsleben, Japanisches ~. Leipzig: »Anthropophyteia« 1931.";"parsed"
71152;0;46;;;"Geschlechtsleben, Das ~ im zwanzigsten Jahrhundert";"Verl. Kommender Mensch";" Berlin";" 1927";;;;;"Geschlechtsleben, Das ~ im zwanzigsten Jahrhundert. Berlin: Verl. Kommender Mensch 1927.";"parsed"
71151;0;0;;;"Geschlecht, Das dritte ~";"Radszuweit";"Berlin";"1928";;;;;"Geschlecht, Das dritte ~ Berlin: Radszuweit 1928.";"ok"
71150;1;46;;;"Geschichte, Kurze ~ der KPdSU";"Verlagsgen. ausländ. Arbeiter";" Moskau";" 1935";;;;;"Geschichte, Kurze ~ der KPdSU. Moskau: Verlagsgen. ausländ. Arbeiter 1935.";"parsed"
71149;0;46;;;"Geschichte der kommunistischen Jugendinternationale";"Verl. d. Jugendinternationale";" Berlin";" 1930";;;;;"Geschichte der kommunistischen Jugendinternationale. Berlin: Verl. d. Jugendinternationale 1930.";"parsed"
71148;0;44;;;"Genosse, Mein";"Junge Garde";"Berlin";" 1921";"Verl. d. Jugendinternationale";"Berlin";"1929";;"Genosse, Mein ~. Berlin: Junge Garde 1921. — Berlin: Verl. d. Jugendinternationale 1929.";"ok"
71147;0;44;"Robert";"Genin";"Skizzen und Erinnerungen";"Gurlitt";"Berlin";"1920";;;;;"Genin, Robert: Skizzen und Erinnerungen. Berlin: Gurlitt 1920.";"parsed"
71146;0;44;;;"Gemeindebetriebe, der Hort kapitalistischer Ausbeutung und Antreiberei";"Druck Peuvag";" Berlin";" 1932";;;;;"Gemeindebetriebe, der Hort kapitalistischer Ausbeutung und Antreiberei. Berlin: Druck Peuvag 1932.";"parsed"
71145;0;44;"Richard";"Gelmer";"Der kleine Martial";"Hillmann";"Leipzig";"1934";;;;;"Gelmer, Richard: Der kleine Martial. Leipzig: Hillmann 1934.";"parsed"
71144;0;44;"Richard";"Gellner";"Familie Hillert";"Hillmann";"Leipzig";"1933";;;;;"Gellner, Richard: Familie Hillert. Leipzig: Hillmann 1933.";"parsed"
71143;0;44;"Wilhelm";"Geliert";"Vor grossen Katastrophen";"Kulturpolit. Verl.";"Berlin";"1934";;;;;"Geliert, Wilhelm: Vor grossen Katastrophen. Berlin: Kulturpolit. Verl. 1934.";"parsed"
71142;0;44;"Wilhelm";"Gelfius";"Die gesetzmässige Vererbung des Menschen";"Selbstverl.";"Lübeck";"1932";;;;;"Gelfius, Wilhelm: Die gesetzmässige Vererbung des Menschen. Lübeck: Selbstverl. 1932.";"parsed"
71141;0;44;"Marta";"Geldmacher";"Das Erlöserkind";"Lebensborn-Verl.";"Düsseldorf";"1930";;;;;"Geldmacher, Marta: Das Erlöserkind. Düsseldorf: Lebensborn-Verl. 1930.";"parsed"
71140;0;44;"Rudolf";"Geist";"Sämtliche Schriften";;;;;;;;"Geist, Rudolf: Sämtliche Schriften.";"parsed"
71139;0;44;"Friedrich";"Geissler";"Die Freimaurerei, ihr Wesen u. Wirken";"Rudolph";"Dresden";"1931";;;;;"Geissler, Friedrich: Die Freimaurerei, ihr Wesen u. Wirken. Dresden: Rudolph 1931.";"parsed"
71138;0;44;"Anni";"Geiger-Gog";"Heini Jermann";"Gundert";"Stuttgart";"1929";;;;;"Geiger-Gog, Anni: Heini Jermann. Stuttgart: Gundert 1929.";"parsed"
71137;0;44;"Emmy";"Gehrig";"Umjubelt, verkannt, verbannt";"Marian. Vereinsbuchh.";"Innsbruck";"1935";;;;;"Gehrig, Emmy: Umjubelt, verkannt, verbannt. Innsbruck: Marian. Vereinsbuchh. 1935.";"parsed"
71135;0;44;;;"Gehoer, Das ~. Bearb. v. Ernst Decsey u. a";"Verl. f. Kulturforschung";" Wien";" 1931";;;;;"Gehoer, Das ~. Bearb. v. Ernst Decsey u. a. Wien: Verl. f. Kulturforschung 1931.";"parsed"
71136;0;44;"Tully";"Gehren";"Schönheit und Jugend durch Auto-Suggestion";"Verl. d. Schönheit";"Dresden";"1926";;;;;"Gehren, Tully: Schönheit und Jugend durch Auto-Suggestion. Dresden: Verl. d. Schönheit 1926.";"parsed"
71134;0;44;;;"Geheimverhandlungen, Die ~ zwischen Nazi-Röhm u. Reichsbanner-Mayer";"Schneller";" Berlin";" 1932";;;;;"Geheimverhandlungen, Die ~ zwischen Nazi-Röhm u. Reichsbanner-Mayer. Berlin: Schneller 1932.";"parsed"
71132;0;0;;;"Geheimnisse eines Grafenschlosses";;;;;;;;"Geheimnisse eines Grafenschlosses. o. O. u. J.";"ok"
71133;0;44;;;"Geheimnisse, Die ~ der Strandkabine";"Verl. d. »Kleinen Witzblatt«";" Berlin";" 1905";;;;;"Geheimnisse, Die ~ der Strandkabine. Berlin: Verl. d. »Kleinen Witzblatt« 1905.";"parsed"
71131;0;44;;;"Geheimnisse, Die ~ meines Alkovens";"Eros-Ges.";" München";" 1920";;;;;"Geheimnisse, Die ~ meines Alkovens. München: Eros-Ges. 1920.";"parsed"
71130;0;44;;;"Geheimnis, Das ~ meines Schlafzimmers.";;"o. O.";"1920";;;;;"Geheimnis, Das ~ meines Schlafzimmers. o. O. 1920.";"parsed"
71129;0;44;;;"Geheimdokumente. Hrsg. vom »Bund Deutscher Aufbau«";"Lindemann & Lüdecke";" Berlin";" 1930";;;;;"Geheimdokumente. Hrsg. vom »Bund Deutscher Aufbau«. Berlin: Lindemann & Lüdecke 1930.";"parsed"
71128;0;44;;;"Gefangen. Erlebnisse in deutschen Zuchthäusern";"Mopr-Verl.";" Berlin";" 1928";;;;;"Gefangen. Erlebnisse in deutschen Zuchthäusern. Berlin: Mopr-Verl. 1928.";"parsed"
71127;0;44;;;"Gefahr, Die zweite ~. Ein Weckruf an alle Österreicher";"Österr. Heimatdienst";" Wien";" 1933";;;;;"Gefahr, Die zweite ~. Ein Weckruf an alle Österreicher. Wien: Österr. Heimatdienst 1933.";"parsed"
71126;1;44;;;"Gefaehrdung, Die ~ des Christentums durch Rassenwahn und Judenverfolgung";"Vita Nova-Verl.";" Luzern";" 1935";;;;;"Gefaehrdung, Die ~ des Christentums durch Rassenwahn und Judenverfolgung. Luzern: Vita Nova-Verl. 1935.";"parsed"
71125;1;44;;;"Gedichte, Menschliche ~ im Krieg. Ausgew. von René Schickele";"Rascher";" Zürich";" 1918";;;;;"Gedichte, Menschliche ~ im Krieg. Ausgew. von René Schickele. Zürich: Rascher 1918.";"parsed"
71124;0;44;"Gustav Adolf";"Gedat";"Auch das nennt man Leben";"Steinkopf";"Stuttgart";"1935";;;;;"Gedat, Gustav Adolf: Auch das nennt man Leben. Stuttgart: Steinkopf 1935.";"parsed"
71123;1;44;;"Geburtenproblem, Das ~ und die Verhütung der Schwangerschaft. Berlin";"Kater 1924";"Roode Biblioteek";"— Amsterdam";" 1925";;;;;"Geburtenproblem, Das ~ und die Verhütung der Schwangerschaft. Berlin: Kater 1924. — Amsterdam: Roode Biblioteek 1925.";"parsed"
71122;0;44;;;"Gebieter, Der strenge ~. Sadist. Roman.";;"Leipzig";"1928";;;;;"Gebieter, Der strenge ~. Sadist. Roman. Leipzig 1928.";"parsed"
71121;0;42;"Andor";"Gabor";"Spione u. Saboteure vor dem Volksgericht in Moskau";"Neuer dt. Verl.";"Berlin";"1931";;;;;"Gabor, Andor: Spione u. Saboteure vor dem Volksgericht in Moskau. Berlin: Neuer dt. Verl. 1931.";"parsed"
71120;1;42;"Andor";"Gabor";"Die Rechnung u. andere Erzählungen aus dem Dritten Reich";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1936";;;;;"Gabor, Andor: Die Rechnung u. andere Erzählungen aus dem Dritten Reich. Moskau: Verlagsgen. ausländ. Arbeiter 1936.";"parsed"
71119;1;42;"Andor";"Gabor";"Lenin in Neukölln";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1934";;;;;"Gabor, Andor: Lenin in Neukölln. Moskau: Verlagsgen. ausländ. Arbeiter 1934.";"parsed"
71118;0;42;"Andor";"Gabor";"Horthys Lager";"Malik-Verl.";"Berlin";"1924";;;;;"Gabor, Andor: Horthys Lager. Berlin: Malik-Verl. 1924.";"parsed"
71117;1;42;"Dimitri";"Furmanow";"Tschapajew";"Zentralvölker-Verl.";"Moskau";"1928";"Ring-Verl.";"Zürich";"1934";;"Furmanow, Dimitri: Tschapajew. Moskau: Zentralvölker-Verl. 1928. — Zürich: Ring-Verl. 1934.";"parsed"
71116;0;42;"Kurt";"Fueting";"Der Schrei nach Brot";"Selbstverlag";"Wuppertal-Ronsdorf";"1936";;;;;"Fueting, Kurt: Der Schrei nach Brot. Wuppertal-Ronsdorf: Selbstverlag 1936.";"parsed"
71115;1;42;;;"Fuenfjahrplan, Der zweite ~ der Entwicklung der Volkswirtschaft der UdSSR";"Verlagsgen. ausländ. Arbeiter";" Moskau";" 1936";;;;;"Fuenfjahrplan, Der zweite ~ der Entwicklung der Volkswirtschaft der UdSSR. Moskau: Verlagsgen. ausländ. Arbeiter 1936.";"parsed"
71114;0;42;;;"Fuenfjahresplan an der Kulturfront";"Verl. f. Arbeiterkultur";" Berlin";" 1932";;;;;"Fuenfjahresplan an der Kulturfront. Berlin: Verl. f. Arbeiterkultur 1932.";"parsed"
71113;0;42;"Hans";"Fuelster";"Monographien zur Friedensfrage. Bd 1—7";"Oldenburg";"Leipzig";"1923/24";;;;;"Fuelster, Hans: Monographien zur Friedensfrage. Bd 1—7. Leipzig: Oldenburg 1923/24.";"parsed"
71112;0;42;"René";"Fueloep-Miller";"Lenin und Gandhi";"Amalthea-Verl.";"Wien";"1927";;;;;"Fueloep-Miller, René: Lenin und Gandhi. Wien: Amalthea-Verl. 1927.";"parsed"
71110;0;42;;;"Fuehrer im Olympiajahr";"Kultur-Verl.";" Berlin";" 1936";;;;;"Fuehrer im Olympiajahr. Berlin: Kultur-Verl. 1936.";"parsed"
71111;1;42;;;"Fuehrer durch die Sowjetgewerkschaften für Arbeiterdelegationen";"Verlagsgen. ausländ. Arbeiter";" Moskau";" 1937";;;;;"Fuehrer durch die Sowjetgewerkschaften für Arbeiterdelegationen. Moskau: Verlagsgen. ausländ. Arbeiter 1937.";"parsed"
71109;0;42;"Kurt";"Fuegner";"Wir marschieren!";"Ludendorff-Verl.";"München";"1933";;;;;"Fuegner, Kurt: Wir marschieren! München: Ludendorff-Verl. 1933.";"parsed"
71108;0;42;"Rudolf";"Fuchs";"Sämtliche Schriften";;;;;;;;"Fuchs, Rudolf: Sämtliche Schriften.";"parsed"
71107;0;42;"Richard";"Fuchs";"Betriebswirtschaftslehre";"Bonness & Hachfeld";"Potsdam";"1926";;;;;"Fuchs, Richard: Betriebswirtschaftslehre. Potsdam: Bonness & Hachfeld 1926.";"parsed"
71105;0;42;"Eduard";"Fuchs";"Sämtliche Schriften";;;;;;;;"Fuchs, Eduard: Sämtliche Schriften.";"parsed"
71106;0;42;"Georg";"Fuchs";"Wir Zuchthäusler";"Langen";"München";"1931";;;;;"Fuchs, Georg: Wir Zuchthäusler. München: Langen 1931.";"parsed"
71104;0;42;"Berthold";"Frucht";"Sämtliche Schriften";;;;;;;;"Frucht, Berthold: Sämtliche Schriften.";"parsed"
71103;0;42;;;"Front, Klare 4 gegen Opportunismus";"Schwarzbach";" Reichenberg";" 1935";;;;;"Front, Klare 4 gegen Opportunismus. Reichenberg: Schwarzbach 1935.";"parsed"
71102;0;42;"Erich";"Fromm";"Die Entwicklung des Christusdogmas";"Internat. psychoanalyt. Verl.";"Wien";"1931";;;;;"Fromm, Erich: Die Entwicklung des Christusdogmas. Wien: Internat. psychoanalyt. Verl. 1931.";"parsed"
71101;0;42;"Kurt";"Froer";"Geist und Gestalt der deutschen Christen";"Bekenntnisgemeinschaft";"Nürnberg";"1935";;;;;"Froer, Kurt: Geist und Gestalt der deutschen Christen. Nürnberg: Bekenntnisgemeinschaft 1935.";"parsed"
71100;0;42;;"Froelich, Paul, u. Albert Schreiner";"Die deutsche Sozialdemokratie";"Internat. Arbeiterverl.";"Berlin";" 1928";;;;;"Froelich, Paul, u. Albert Schreiner: Die deutsche Sozialdemokratie. Berlin: Internat. Arbeiterverl. 1928.";"parsed"
71099;0;42;"Paul";"Froelich";"10 Jahre Krieg und Bürgerkrieg";"Vereinigung internat. Verl.-Anst.";"Berlin";"1924";;;;;"Froelich, Paul: 10 Jahre Krieg und Bürgerkrieg. Berlin: Vereinigung internat. Verl.-Anst. 1924.";"parsed"
71098;0;42;"Jolly";"Fritsch";"45°. Aus den Papieren einer Stewardess";"Landfahrer-Verl.";"Berlin";"1929";;;;;"Fritsch, Jolly: 45°. Aus den Papieren einer Stewardess. Berlin: Landfahrer-Verl. 1929.";"parsed"
71097;1;42;"Willi";"Frischauer";"Twilight in Vienna";"Collins";"London";"1938";;;;;"Frischauer, Willi: Twilight in Vienna. London: Collins 1938.";"parsed"
71096;0;42;"Paul";"Frischauer";"Sämtliche Schriften";;;;;;;;"Frischauer, Paul: Sämtliche Schriften.";"parsed"
71095;1;42;"Hartvig";"Frisch";"Pest over Europa";"Koppel";"København";"1933";;;;;"Frisch, Hartvig: Pest over Europa. København: Koppel 1933.";"parsed"
71093;0;40;;;"Frauen rufen aus Kerkern";"Mopr-Verl.";" Berlin";" 1930";;;;;"Frauen rufen aus Kerkern. Berlin: Mopr-Verl. 1930.";"parsed"
71094;1;40;;;"Frauen unter faschistischem Terror";"Mopr-Verl.";" Zürich";" 1934";;;;;"Frauen unter faschistischem Terror. Zürich: Mopr-Verl. 1934.";"parsed"
71092;0;0;;;"Frauen, Führende ~ Europas. ";"Reinhardt";"München";"1928";"N. F.";;"1930";"Hrsg. von Elga Kern.";"Frauen, Führende ~ Europas. Hrsg. von Elga Kern. München: Reinhardt 1928. N. F. 1930.";"ok"
71091;0;40;;;"Frau, Die ~ im heutigen Russland. Novellen";"Fikentscher";" Leipzig";" 1928";;;;;"Frau, Die ~ im heutigen Russland. Novellen. Leipzig: Fikentscher 1928.";"parsed"
71090;0;40;;;"Frau, Die ~ im »Dritten« Reich";"Internat. Arbeiterverl.";" Berlin";" 1931";;;;;"Frau, Die ~ im »Dritten« Reich. Berlin: Internat. Arbeiterverl. 1931.";"parsed"
71089;1;40;;"Frateco";"Don Quichote van München";"Nederlandsche Keurboekereij";"Amsterdam";" 1933";;;;;"Frateco: Don Quichote van München. Amsterdam: Nederlandsche Keurboekereij 1933.";"parsed"
71088;1;40;"Emil";"Franzel";"Abendländische Revolution";"Prager";"Pressburg";"1936";;;;;"Franzel, Emil: Abendländische Revolution. Pressburg: Prager 1936.";"parsed"
71087;0;40;"Emil";"Franzel";"Der Bürgerkrieg in Österreich";"Nordböhm. Druck- u. Ver.Anst.";"Bodenbach";"1934";;;;;"Franzel, Emil: Der Bürgerkrieg in Österreich. Bodenbach: Nordböhm. Druck- u. Ver.Anst. 1934.";"parsed"
71085;1;40;"Leopold";"Franz";"Parteiaufbau und Massenarbeit";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1936";;;;;"Franz, Leopold: Parteiaufbau und Massenarbeit. Moskau: Verlagsgen. ausländ. Arbeiter 1936.";"parsed"
71086;0;40;"Rudolf";"Franz";"Freidenkergeschichten aus der Weltliteratur";"Der Freidenker";"Berlin";"1929";;;;;"Franz, Rudolf: Freidenkergeschichten aus der Weltliteratur. Berlin: Der Freidenker 1929.";"parsed"
71084;1;40;;"Frantz";"Vor der Justiz des Feindes";"Mopr-Verl.";"Zürich";" 1933";;;;;"Frantz: Vor der Justiz des Feindes. Zürich: Mopr-Verl. 1933.";"parsed"
71083;1;40;"S.";"Frankfurt";"Der Gigant in der Taiga";"Verlagsgen. ausländ. Arbeiter";"Moskau";"1936";;;;;"Frankfurt, S.: Der Gigant in der Taiga. Moskau: Verlagsgen. ausländ. Arbeiter 1936.";"parsed"
71081;0;0;"Alex Viktor v.";"Frankenberg u. Ludwigsdorf";"Die Unschuld am Weibe";"Hohmann";"Darmstadt";"1918";;;;;"Frankenberg u. Ludwigsdorf, Alex Viktor v.: Die Unschuld am Weibe. Darmstadt: Hohmann 1918.";"ok"
71082;0;40;"Alfred";"Frankenfeld";"Oesterreichs Spiel mit dem Kriege";"Reissner";"Dresden";"1928";;;;;"Frankenfeld, Alfred: Oesterreichs Spiel mit dem Kriege. Dresden: Reissner 1928.";"parsed"
71080;0;40;"Paul";"Franken";"Vom Werden einer neuen Kultur";"Laub";"Berlin";"1930";;;;;"Franken, Paul: Vom Werden einer neuen Kultur. Berlin: Laub 1930.";"parsed"
71079;0;40;"Wilhelm";"Frank";"Beni Bradl";"Butzon & Bercker";"Kevelaer";"1935";;;;;"Frank, Wilhelm: Beni Bradl. Kevelaer: Butzon & Bercker 1935.";"parsed"
71078;0;40;;"Frank, Rudolf, u. Georg Lichey";"Der Schädel des Negerhäuptlings Makaua";"Müller & Kiepenheuer";"Potsdam";" 1931";;;;;"Frank, Rudolf, u. Georg Lichey: Der Schädel des Negerhäuptlings Makaua. Potsdam: Müller & Kiepenheuer 1931.";"parsed"
71077;0;40;"Leonhard";"Frank";"Sämtliche Schriften";;;;;;;;"Frank, Leonhard: Sämtliche Schriften.";"parsed"
71076;0;40;"Josef Maria";"Frank";"Volk im Fieber";"Sieben Stäbe-Verl.";"Berlin";"1932";;;;;"Frank, Josef Maria: Volk im Fieber. Berlin: Sieben Stäbe-Verl. 1932.";"parsed"
71075;0;40;"Josef Maria";"Frank";"Das Leben der Maria Szameitat";"Der Bücherkreis";"Berlin";"1930";;;;;"Frank, Josef Maria: Das Leben der Maria Szameitat. Berlin: Der Bücherkreis 1930.";"parsed"
71074;0;40;"Herbert";"Frank";"Geheimnisvolle Querverbindungen über Deutschland";"Ludendorff-Verl.";"München";"1932";;;;;"Frank, Herbert: Geheimnisvolle Querverbindungen über Deutschland. München: Ludendorff-Verl. 1932.";"parsed"
71073;0;40;"Herbert";"Frank";"Freiheit!";"Ludendorff-Verl.";"München";"1933";;;;;"Frank, Herbert: Freiheit! München: Ludendorff-Verl. 1933.";"parsed"
71071;0;40;"August";"Frank";"Das hohe Spiel";"Manz";"Regensburg";"1933";;;;;"Frank, August: Das hohe Spiel. Regensburg: Manz 1933.";"parsed"
71072;0;40;"Bruno";"Frank";"Sämtliche Schriften";;;;;;;;"Frank, Bruno: Sämtliche Schriften.";"parsed"
71070;1;40;;;"Fragen des Agrarprogramms und der Agrarpolitik";"Verlagsgen. ausländ. Arbeiter";" Moskau";" 1935";;;;;"Fragen des Agrarprogramms und der Agrarpolitik. Moskau: Verlagsgen. ausländ. Arbeiter 1935.";"parsed"
71069;0;40;"Ernst";"Fraenkel";"Betriebsräte u. Arbeitsgerichtsgesetz";"Laub";"Berlin";"1927";;;;;"Fraenkel, Ernst: Betriebsräte u. Arbeitsgerichtsgesetz. Berlin: Laub 1927.";"parsed"
71068;1;40;"Alexander Maria";"Fraenkel";"Die seelische Situation der Gegenwart";"Rotapfel-Verl.";"Zürich";"1935";;;;;"Fraenkel, Alexander Maria: Die seelische Situation der Gegenwart. Zürich: Rotapfel-Verl. 1935.";"parsed"
71067;0;38;"Wilhelm";"Florin";"Ergebnisse und Aussichten des sozialistischen Aufstiegs in der Sowjetunion";"Kommun. Partei Deutschlands";"Berlin";"1931";;;;;"Florin, Wilhelm: Ergebnisse und Aussichten des sozialistischen Aufstiegs in der Sowjetunion. Berlin: Kommun. Partei Deutschlands 1931.";"parsed"
71066;0;38;"Walter";"Flexius";"Das Blutbad im Dritten Reich";"Heimatbund »Saarland«";"Saarbrücken";"1934";;;;;"Flexius, Walter: Das Blutbad im Dritten Reich. Saarbrücken: Heimatbund »Saarland« 1934.";"parsed"
71065;0;38;"Edward L.";"Fleming";"Nazi Shadows";"L. Williams";"London";"1935";;;;;"Fleming, Edward L.: Nazi Shadows. London: L. Williams 1935.";"parsed"
71064;0;38;"Hermann";"Fleissner";"Genossenschaften und Arbeiterbewegung";"Thüring. Verl.-Anst.";"Jena";"1925";;;;;"Fleissner, Hermann: Genossenschaften und Arbeiterbewegung. Jena: Thüring. Verl.-Anst. 1925.";"parsed"
71063;0;38;"Marieluise";"Fleisser";"Pioniere in Ingolstadt";"Arcadia-Verl.";"Berlin";"1929";;;;;"Fleisser, Marieluise: Pioniere in Ingolstadt. Berlin: Arcadia-Verl. 1929.";"parsed"
71062;0;38;"Marieluise";"Fleisser";"Mehlreisende Frieda Geier";"Kiepenheuer";"Berlin";"1931";;;;;"Fleisser, Marieluise: Mehlreisende Frieda Geier. Berlin: Kiepenheuer 1931.";"parsed"
71061;0;38;"Hermann";"Fleischack";"§ 173 Reichsstrafgesetzbuch";"Hartung";"Leipzig";"1920";;;;;"Fleischack, Hermann: § 173 Reichsstrafgesetzbuch. Leipzig: Hartung 1920.";"parsed"
71060;0;38;"Hermann";"Fleischack";"Das Mädchen aus der Ackerstrasse";"Vogel & Vogel";"Leipzig";"1919";;;;;"Fleischack, Hermann: Das Mädchen aus der Ackerstrasse. Leipzig: Vogel & Vogel 1919.";"parsed"
71058;0;38;"Hermann";"Fleischack";"Das Judenmädel von Sosnowice";"Hartung";"Leipzig";"1920";;;;;"Fleischack, Hermann: Das Judenmädel von Sosnowice. Leipzig: Hartung 1920.";"parsed"
71059;0;38;"Hermann";"Fleischack";"Das Kuckucksei";"Hartung";"Leipzig";"1920";;;;;"Fleischack, Hermann: Das Kuckucksei. Leipzig: Hartung 1920.";"parsed"
71057;0;38;"Hermann";"Fleischack";"Allerlei von der Liebe";"Hartung";"Leipzig";"1920";;;;;"Fleischack, Hermann: Allerlei von der Liebe. Leipzig: Hartung 1920.";"parsed"
71056;1;38;;;"Fleck, Der gelbe ~";"Ed. du Carrefour";" Paris";" 1936";;;;;"Fleck, Der gelbe ~. Paris: Ed. du Carrefour 1936.";"parsed"
71054;0;38;"Otto";"Flake";"Marquis de Sade";"S. Fischer";"Berlin";"1930";;;;;"Flake, Otto: Marquis de Sade. Berlin: S. Fischer 1930.";"parsed"
71055;0;38;"Ritterio";"Flapp";"Peitsch-Orgien";"Flagella-Verl.";"Wien";"1932";;;;;"Flapp, Ritterio: Peitsch-Orgien. Wien: Flagella-Verl. 1932.";"parsed"
71052;0;0;"Erich";"Fitzner";"Die Ruten-Redoute in Frau Birkheims Tanzschule";;"Leipzig";"1929";;;;;"Fitzner, Erich: Die Ruten-Redoute in Frau Birkheims Tanzschule. Leipzig 1929.";"ok"
71053;1;38;;;"Flagellation, Die ~ als Passion";"Schneider & Kunert";" Budapest";" 1908";;;;;"Flagellation, Die ~ als Passion. Budapest: Schneider & Kunert 1908.";"parsed"
71051;0;38;"Anna";"Fischer-Dueckelmann";"Entstehung, Verhütung und Heilung der Frauenleiden";"Bermühler";"Berlin";"1919";;;;;"Fischer-Dueckelmann, Anna: Entstehung, Verhütung und Heilung der Frauenleiden. Berlin: Bermühler 1919.";"parsed"
71050;0;38;"Eugen";"Fischer-Baling";"Volksgericht. Die dt. Revolution von 1918";"Rowohlt";"Berlin";"1932";;;;;"Fischer-Baling, Eugen: Volksgericht. Die dt. Revolution von 1918. Berlin: Rowohlt 1932.";"parsed"
71049;0;38;"Zyrill";"Fischer";"Sämtliche Schriften";;;;;;;;"Fischer, Zyrill: Sämtliche Schriften.";"parsed"
71048;0;38;"Wilhelm";"Fischer";"Die Prostitution";"Hedewig";"Leipzig";"1920";;;;;"Fischer, Wilhelm: Die Prostitution. Leipzig: Hedewig 1920.";"parsed"
71047;0;38;"Wilhelm";"Fischer";"Kriegsgreuel aller Zeiten. Bd 1—6";"Strecker & Schröder";"Stuttgart";"1905/06";;;;;"Fischer, Wilhelm: Kriegsgreuel aller Zeiten. Bd 1—6. Stuttgart: Strecker & Schröder 1905/06.";"parsed"
71046;0;38;"Wilhelm";"Fischer";"Dirnentum und Liebesmarkt";"Hedewig";"Leipzig";"1928";;;;;"Fischer, Wilhelm: Dirnentum und Liebesmarkt. Leipzig: Hedewig 1928.";"parsed"
71045;1;38;"Thomas";"Fischer";"Bindung und Bekenntnis";"Benziger";"Einsiedeln";"1935";;;;;"Fischer, Thomas: Bindung und Bekenntnis. Einsiedeln: Benziger 1935.";"parsed"
71044;0;38;"Ruth";"Fischer";"Sämtliche Schriften";;;;;;;;"Fischer, Ruth: Sämtliche Schriften.";"parsed"
71043;0;38;"Rudolf";"Fischer";"Gisongo oder Der Weltfriede";"Friedens-Verl.";"Leipzig";"1930";;;;;"Fischer, Rudolf: Gisongo oder Der Weltfriede. Leipzig: Friedens-Verl. 1930.";"parsed"
71042;0;38;"Richard";"Fischer";"Borris";"Phoebus-Verl.";"Berlin";"1928";;;;;"Fischer, Richard: Borris. Berlin: Phoebus-Verl. 1928.";"parsed"
71041;0;38;"Paul";"Fischer";"Die Marxsche Werttheorie";"Vorwärts";"Berlin";"1893";;;;;"Fischer, Paul: Die Marxsche Werttheorie. Berlin: Vorwärts 1893.";"parsed"
71040;0;38;"Paul";"Fischer";"Volkstümliche Einführung in das Marx-Studium";"Dietz";"Stuttgart";"1922";;;;;"Fischer, Paul: Volkstümliche Einführung in das Marx-Studium. Stuttgart: Dietz 1922.";"parsed"
71039;0;38;"Oskar";"Fischer";"Leninismus gegen Stalinismus";"Dt. Sektion d. Internat. Linken Opposition";"Prag";"1933";;;;;"Fischer, Oskar: Leninismus gegen Stalinismus. Prag: Dt. Sektion d. Internat. Linken Opposition 1933.";"parsed"
